id	context	sentence	index	graph	variable_name	predicate	broad_aspect_1	broad_aspect_2	broad_aspect_3	broad_aspect_4	broad_aspect_5	adjudicated	second_choice_adjudicated	compare	alignment	flag	reason_for_flag					
web1-eng-DF-241-201379-5514596_0002.1		Really sad news, this along with the Nairobi mall attack over the same weekend.	1: Really 2: sad 3: news, 4: this 5: along 6: with 7: the 8: Nairobi 9: mall 10: attack 11: over 12: the 13: same 14: weekend.	(s1a / and      :op1 (s1s / sad-02                :ARG1 (s1n / news)                :degree (s1r / really))      :op2 (s1a2 / attack-01                 :ARG1 (s1m / mall                            :place (s1c / city                                        :name (s1n2 / name                                                    :op1 "Nairobi")                                        :wiki "Nairobi")))      :temporal (s1w / weekend-01                     :ARG3-of (s1s2 / same-01                                    :ARG1 s1n                                    :ARG2 s1a2)))	s1w	weekend-01	none	performance	none			none		FALSE	s1a: 0-0; s1s: 2-2; s1n: 3-3; s1r: 1-1; s1a2: 10-10; s1m: 9-9; s1c: 8-8; s1n2: 0-0; s1w: 14-14; s1s2: 12-13	FALSE						
web1-eng-DF-241-201379-5514596_0002.1		Really sad news, this along with the Nairobi mall attack over the same weekend.	1: Really 2: sad 3: news, 4: this 5: along 6: with 7: the 8: Nairobi 9: mall 10: attack 11: over 12: the 13: same 14: weekend.	(s1a / and      :op1 (s1s / sad-02                :ARG1 (s1n / news)                :degree (s1r / really))      :op2 (s1a2 / attack-01                 :ARG1 (s1m / mall                            :place (s1c / city                                        :name (s1n2 / name                                                    :op1 "Nairobi")                                        :wiki "Nairobi")))      :temporal (s1w / weekend-01                     :ARG3-of (s1s2 / same-01                                    :ARG1 s1n                                    :ARG2 s1a2)))	s1s2	same-01	none	none				none		TRUE	s1a: 0-0; s1s: 2-2; s1n: 3-3; s1r: 1-1; s1a2: 10-10; s1m: 9-9; s1c: 8-8; s1n2: 0-0; s1w: 14-14; s1s2: 12-13	FALSE						
bolt-eng-DF-170-181103-8892003_0049.1		Greed is when you have a 20 gallon cooler of GatorAid and the 3rd string benchwarmers drink it all before halftime.	1: Greed 2: is 3: when 4: you 5: have 6: a 7: 20 8: gallon 9: cooler 10: of 11: GatorAid 12: and 13: the 14: 3rd 15: string 16: benchwarmers 17: drink 18: it 19: all 20: before 21: halftime.	(s1g2 / greed       :domain (s1a / and                    :op1 (s1h / have-03                              :ARG0 (s1y / you)                              :ARG1 (s1t / thing                                         :ARG0-of (s1c / cool-01                                                       :ARG1 (s1f / food-dish                                                                  :name (s1n / name                                                                             :op1 "Gatorade")                                                                  :wiki "Gatorade"))                                         :mod (s1v / volume-quantity                                                   :unit (s1g / gallon)                                                   :quant 20)))                    :op2 (s1d / drink-01                              :ARG0 (s1p2 / person                                          :ARG0-of (s1w / warm-01                                                        :ARG1 (s1b3 / bench))                                          :mod (s1s / string                                                    :ord (s1o / ordinal-entity                                                              :value 3)))                              :ARG1 s1f                              :mod (s1a2 / all)                              :temporal (s1b2 / before                                              :op1 (s1h2 / halftime)))))	s1h	have-03	state	state				state		TRUE	s1g2: 1-1; s1a: 0-0; s1h: 5-5; s1y: 4-4; s1t: 0-0; s1c: 9-9; s1f: 11-11; s1n: 0-0; s1v: 7-8; s1g: 8-8; s1d: 17-17; s1p2: 16-16; s1w: 0-0; s1b3: 0-0; s1s: 15-15; s1o: 14-14; s1a2: 19-19; s1b2: 20-20; s1h2: 21-21	FALSE						
bolt-eng-DF-170-181103-8892003_0049.1		Greed is when you have a 20 gallon cooler of GatorAid and the 3rd string benchwarmers drink it all before halftime.	1: Greed 2: is 3: when 4: you 5: have 6: a 7: 20 8: gallon 9: cooler 10: of 11: GatorAid 12: and 13: the 14: 3rd 15: string 16: benchwarmers 17: drink 18: it 19: all 20: before 21: halftime.	(s1g2 / greed       :domain (s1a / and                    :op1 (s1h / have-03                              :ARG0 (s1y / you)                              :ARG1 (s1t / thing                                         :ARG0-of (s1c / cool-01                                                       :ARG1 (s1f / food-dish                                                                  :name (s1n / name                                                                             :op1 "Gatorade")                                                                  :wiki "Gatorade"))                                         :mod (s1v / volume-quantity                                                   :unit (s1g / gallon)                                                   :quant 20)))                    :op2 (s1d / drink-01                              :ARG0 (s1p2 / person                                          :ARG0-of (s1w / warm-01                                                        :ARG1 (s1b3 / bench))                                          :mod (s1s / string                                                    :ord (s1o / ordinal-entity                                                              :value 3)))                              :ARG1 s1f                              :mod (s1a2 / all)                              :temporal (s1b2 / before                                              :op1 (s1h2 / halftime)))))	s1c	cool-01	none	none				none		TRUE	s1g2: 1-1; s1a: 0-0; s1h: 5-5; s1y: 4-4; s1t: 0-0; s1c: 9-9; s1f: 11-11; s1n: 0-0; s1v: 7-8; s1g: 8-8; s1d: 17-17; s1p2: 16-16; s1w: 0-0; s1b3: 0-0; s1s: 15-15; s1o: 14-14; s1a2: 19-19; s1b2: 20-20; s1h2: 21-21	FALSE						
bolt-eng-DF-170-181103-8892003_0049.1		Greed is when you have a 20 gallon cooler of GatorAid and the 3rd string benchwarmers drink it all before halftime.	1: Greed 2: is 3: when 4: you 5: have 6: a 7: 20 8: gallon 9: cooler 10: of 11: GatorAid 12: and 13: the 14: 3rd 15: string 16: benchwarmers 17: drink 18: it 19: all 20: before 21: halftime.	(s1g2 / greed       :domain (s1a / and                    :op1 (s1h / have-03                              :ARG0 (s1y / you)                              :ARG1 (s1t / thing                                         :ARG0-of (s1c / cool-01                                                       :ARG1 (s1f / food-dish                                                                  :name (s1n / name                                                                             :op1 "Gatorade")                                                                  :wiki "Gatorade"))                                         :mod (s1v / volume-quantity                                                   :unit (s1g / gallon)                                                   :quant 20)))                    :op2 (s1d / drink-01                              :ARG0 (s1p2 / person                                          :ARG0-of (s1w / warm-01                                                        :ARG1 (s1b3 / bench))                                          :mod (s1s / string                                                    :ord (s1o / ordinal-entity                                                              :value 3)))                              :ARG1 s1f                              :mod (s1a2 / all)                              :temporal (s1b2 / before                                              :op1 (s1h2 / halftime)))))	s1d	drink-01	performance	performance				performance		TRUE	s1g2: 1-1; s1a: 0-0; s1h: 5-5; s1y: 4-4; s1t: 0-0; s1c: 9-9; s1f: 11-11; s1n: 0-0; s1v: 7-8; s1g: 8-8; s1d: 17-17; s1p2: 16-16; s1w: 0-0; s1b3: 0-0; s1s: 15-15; s1o: 14-14; s1a2: 19-19; s1b2: 20-20; s1h2: 21-21	FALSE						
bolt-eng-DF-170-181103-8892003_0049.1		Greed is when you have a 20 gallon cooler of GatorAid and the 3rd string benchwarmers drink it all before halftime.	1: Greed 2: is 3: when 4: you 5: have 6: a 7: 20 8: gallon 9: cooler 10: of 11: GatorAid 12: and 13: the 14: 3rd 15: string 16: benchwarmers 17: drink 18: it 19: all 20: before 21: halftime.	(s1g2 / greed       :domain (s1a / and                    :op1 (s1h / have-03                              :ARG0 (s1y / you)                              :ARG1 (s1t / thing                                         :ARG0-of (s1c / cool-01                                                       :ARG1 (s1f / food-dish                                                                  :name (s1n / name                                                                             :op1 "Gatorade")                                                                  :wiki "Gatorade"))                                         :mod (s1v / volume-quantity                                                   :unit (s1g / gallon)                                                   :quant 20)))                    :op2 (s1d / drink-01                              :ARG0 (s1p2 / person                                          :ARG0-of (s1w / warm-01                                                        :ARG1 (s1b3 / bench))                                          :mod (s1s / string                                                    :ord (s1o / ordinal-entity                                                              :value 3)))                              :ARG1 s1f                              :mod (s1a2 / all)                              :temporal (s1b2 / before                                              :op1 (s1h2 / halftime)))))	s1w	warm-01	none	state	none			none		FALSE	s1g2: 1-1; s1a: 0-0; s1h: 5-5; s1y: 4-4; s1t: 0-0; s1c: 9-9; s1f: 11-11; s1n: 0-0; s1v: 7-8; s1g: 8-8; s1d: 17-17; s1p2: 16-16; s1w: 0-0; s1b3: 0-0; s1s: 15-15; s1o: 14-14; s1a2: 19-19; s1b2: 20-20; s1h2: 21-21	FALSE						
bolt-eng-DF-170-181103-8892003_0049.2	Greed is when you have a 20 gallon cooler of GatorAid and the 3rd string benchwarmers drink it all before halftime.	Greed is when you are out on the flats bayfishing and you have had a 125 pound tarpon on for 30 minutes and newbie sea legs drinks the last 3 brews in the cooler before you boat your fish.	1: Greed 2: is 3: when 4: you 5: are 6: out 7: on 8: the 9: flats 10: bayfishing 11: and 12: you 13: have 14: had 15: a 16: 125 17: pound 18: tarpon 19: on 20: for 21: 30 22: minutes 23: and 24: newbie 25: sea 26: legs 27: drinks 28: the 29: last 30: 3 31: brews 32: in 33: the 34: cooler 35: before 36: you 37: boat 38: your 39: fish.	(s2g / greed      :domain (s2a / and                   :op1 (s2b / bayfish-00                             :ARG0 (s2y / you)                             :place (s2f / flat))                   :op2 (s2h / have-03                             :ARG0 s2y                             :ARG1 (s2t2 / tarpon                                         :mod (s2m2 / mass-quantity                                                    :unit (s2p / pound)                                                    :quant 125))                             :duration (s2t / temporal-quantity                                            :unit (s2m / minute)                                            :quant 30))                   :op3 (s2d / drink-01                             :ARG0 (s2n / newbie                                        :mod (s2l / leg                                                  :mod (s2s / sea)))                             :ARG1 (s2b2 / brew                                         :place (s2t3 / thing                                                      :ARG0-of (s2c / cool-01))                                         :mod (s2l2 / last)                                         :quant 3)                             :temporal (s2b3 / before                                             :op1 (s2b4 / boat-00                                                        :ARG0 s2y                                                        :ARG1 (s2f2 / fish                                                                    :possessor s2y))))))	s2b	bayfish-00	activity	habitual	activity			activity		FALSE	s2g: 1-1; s2a: 0-0; s2b: 10-10; s2y: 4-4; s2f: 9-9; s2h: 13-13; s2t2: 18-18; s2m2: 16-17; s2p: 17-17; s2t: 21-22; s2m: 0-0; s2d: 27-27; s2n: 24-24; s2l: 26-26; s2s: 25-25; s2b2: 31-31; s2t3: 0-0; s2c: 34-34; s2l2: 29-29; s2b3: 35-35; s2b4: 37-37; s2f2: 39-39	FALSE						
bolt-eng-DF-170-181103-8892003_0049.2	Greed is when you have a 20 gallon cooler of GatorAid and the 3rd string benchwarmers drink it all before halftime.	Greed is when you are out on the flats bayfishing and you have had a 125 pound tarpon on for 30 minutes and newbie sea legs drinks the last 3 brews in the cooler before you boat your fish.	1: Greed 2: is 3: when 4: you 5: are 6: out 7: on 8: the 9: flats 10: bayfishing 11: and 12: you 13: have 14: had 15: a 16: 125 17: pound 18: tarpon 19: on 20: for 21: 30 22: minutes 23: and 24: newbie 25: sea 26: legs 27: drinks 28: the 29: last 30: 3 31: brews 32: in 33: the 34: cooler 35: before 36: you 37: boat 38: your 39: fish.	(s2g / greed      :domain (s2a / and                   :op1 (s2b / bayfish-00                             :ARG0 (s2y / you)                             :place (s2f / flat))                   :op2 (s2h / have-03                             :ARG0 s2y                             :ARG1 (s2t2 / tarpon                                         :mod (s2m2 / mass-quantity                                                    :unit (s2p / pound)                                                    :quant 125))                             :duration (s2t / temporal-quantity                                            :unit (s2m / minute)                                            :quant 30))                   :op3 (s2d / drink-01                             :ARG0 (s2n / newbie                                        :mod (s2l / leg                                                  :mod (s2s / sea)))                             :ARG1 (s2b2 / brew                                         :place (s2t3 / thing                                                      :ARG0-of (s2c / cool-01))                                         :mod (s2l2 / last)                                         :quant 3)                             :temporal (s2b3 / before                                             :op1 (s2b4 / boat-00                                                        :ARG0 s2y                                                        :ARG1 (s2f2 / fish                                                                    :possessor s2y))))))	s2h	have-03	state	habitual	state			state		FALSE	s2g: 1-1; s2a: 0-0; s2b: 10-10; s2y: 4-4; s2f: 9-9; s2h: 13-13; s2t2: 18-18; s2m2: 16-17; s2p: 17-17; s2t: 21-22; s2m: 0-0; s2d: 27-27; s2n: 24-24; s2l: 26-26; s2s: 25-25; s2b2: 31-31; s2t3: 0-0; s2c: 34-34; s2l2: 29-29; s2b3: 35-35; s2b4: 37-37; s2f2: 39-39	FALSE						
bolt-eng-DF-170-181103-8892003_0049.2	Greed is when you have a 20 gallon cooler of GatorAid and the 3rd string benchwarmers drink it all before halftime.	Greed is when you are out on the flats bayfishing and you have had a 125 pound tarpon on for 30 minutes and newbie sea legs drinks the last 3 brews in the cooler before you boat your fish.	1: Greed 2: is 3: when 4: you 5: are 6: out 7: on 8: the 9: flats 10: bayfishing 11: and 12: you 13: have 14: had 15: a 16: 125 17: pound 18: tarpon 19: on 20: for 21: 30 22: minutes 23: and 24: newbie 25: sea 26: legs 27: drinks 28: the 29: last 30: 3 31: brews 32: in 33: the 34: cooler 35: before 36: you 37: boat 38: your 39: fish.	(s2g / greed      :domain (s2a / and                   :op1 (s2b / bayfish-00                             :ARG0 (s2y / you)                             :place (s2f / flat))                   :op2 (s2h / have-03                             :ARG0 s2y                             :ARG1 (s2t2 / tarpon                                         :mod (s2m2 / mass-quantity                                                    :unit (s2p / pound)                                                    :quant 125))                             :duration (s2t / temporal-quantity                                            :unit (s2m / minute)                                            :quant 30))                   :op3 (s2d / drink-01                             :ARG0 (s2n / newbie                                        :mod (s2l / leg                                                  :mod (s2s / sea)))                             :ARG1 (s2b2 / brew                                         :place (s2t3 / thing                                                      :ARG0-of (s2c / cool-01))                                         :mod (s2l2 / last)                                         :quant 3)                             :temporal (s2b3 / before                                             :op1 (s2b4 / boat-00                                                        :ARG0 s2y                                                        :ARG1 (s2f2 / fish                                                                    :possessor s2y))))))	s2d	drink-01	performance	performance				performance		TRUE	s2g: 1-1; s2a: 0-0; s2b: 10-10; s2y: 4-4; s2f: 9-9; s2h: 13-13; s2t2: 18-18; s2m2: 16-17; s2p: 17-17; s2t: 21-22; s2m: 0-0; s2d: 27-27; s2n: 24-24; s2l: 26-26; s2s: 25-25; s2b2: 31-31; s2t3: 0-0; s2c: 34-34; s2l2: 29-29; s2b3: 35-35; s2b4: 37-37; s2f2: 39-39	FALSE						
bolt-eng-DF-170-181103-8892003_0049.2	Greed is when you have a 20 gallon cooler of GatorAid and the 3rd string benchwarmers drink it all before halftime.	Greed is when you are out on the flats bayfishing and you have had a 125 pound tarpon on for 30 minutes and newbie sea legs drinks the last 3 brews in the cooler before you boat your fish.	1: Greed 2: is 3: when 4: you 5: are 6: out 7: on 8: the 9: flats 10: bayfishing 11: and 12: you 13: have 14: had 15: a 16: 125 17: pound 18: tarpon 19: on 20: for 21: 30 22: minutes 23: and 24: newbie 25: sea 26: legs 27: drinks 28: the 29: last 30: 3 31: brews 32: in 33: the 34: cooler 35: before 36: you 37: boat 38: your 39: fish.	(s2g / greed      :domain (s2a / and                   :op1 (s2b / bayfish-00                             :ARG0 (s2y / you)                             :place (s2f / flat))                   :op2 (s2h / have-03                             :ARG0 s2y                             :ARG1 (s2t2 / tarpon                                         :mod (s2m2 / mass-quantity                                                    :unit (s2p / pound)                                                    :quant 125))                             :duration (s2t / temporal-quantity                                            :unit (s2m / minute)                                            :quant 30))                   :op3 (s2d / drink-01                             :ARG0 (s2n / newbie                                        :mod (s2l / leg                                                  :mod (s2s / sea)))                             :ARG1 (s2b2 / brew                                         :place (s2t3 / thing                                                      :ARG0-of (s2c / cool-01))                                         :mod (s2l2 / last)                                         :quant 3)                             :temporal (s2b3 / before                                             :op1 (s2b4 / boat-00                                                        :ARG0 s2y                                                        :ARG1 (s2f2 / fish                                                                    :possessor s2y))))))	s2c	cool-01	none	none				none		TRUE	s2g: 1-1; s2a: 0-0; s2b: 10-10; s2y: 4-4; s2f: 9-9; s2h: 13-13; s2t2: 18-18; s2m2: 16-17; s2p: 17-17; s2t: 21-22; s2m: 0-0; s2d: 27-27; s2n: 24-24; s2l: 26-26; s2s: 25-25; s2b2: 31-31; s2t3: 0-0; s2c: 34-34; s2l2: 29-29; s2b3: 35-35; s2b4: 37-37; s2f2: 39-39	FALSE						
bolt-eng-DF-170-181103-8892003_0049.2	Greed is when you have a 20 gallon cooler of GatorAid and the 3rd string benchwarmers drink it all before halftime.	Greed is when you are out on the flats bayfishing and you have had a 125 pound tarpon on for 30 minutes and newbie sea legs drinks the last 3 brews in the cooler before you boat your fish.	1: Greed 2: is 3: when 4: you 5: are 6: out 7: on 8: the 9: flats 10: bayfishing 11: and 12: you 13: have 14: had 15: a 16: 125 17: pound 18: tarpon 19: on 20: for 21: 30 22: minutes 23: and 24: newbie 25: sea 26: legs 27: drinks 28: the 29: last 30: 3 31: brews 32: in 33: the 34: cooler 35: before 36: you 37: boat 38: your 39: fish.	(s2g / greed      :domain (s2a / and                   :op1 (s2b / bayfish-00                             :ARG0 (s2y / you)                             :place (s2f / flat))                   :op2 (s2h / have-03                             :ARG0 s2y                             :ARG1 (s2t2 / tarpon                                         :mod (s2m2 / mass-quantity                                                    :unit (s2p / pound)                                                    :quant 125))                             :duration (s2t / temporal-quantity                                            :unit (s2m / minute)                                            :quant 30))                   :op3 (s2d / drink-01                             :ARG0 (s2n / newbie                                        :mod (s2l / leg                                                  :mod (s2s / sea)))                             :ARG1 (s2b2 / brew                                         :place (s2t3 / thing                                                      :ARG0-of (s2c / cool-01))                                         :mod (s2l2 / last)                                         :quant 3)                             :temporal (s2b3 / before                                             :op1 (s2b4 / boat-00                                                        :ARG0 s2y                                                        :ARG1 (s2f2 / fish                                                                    :possessor s2y))))))	s2b4	boat-00	performance	performance				performance		TRUE	s2g: 1-1; s2a: 0-0; s2b: 10-10; s2y: 4-4; s2f: 9-9; s2h: 13-13; s2t2: 18-18; s2m2: 16-17; s2p: 17-17; s2t: 21-22; s2m: 0-0; s2d: 27-27; s2n: 24-24; s2l: 26-26; s2s: 25-25; s2b2: 31-31; s2t3: 0-0; s2c: 34-34; s2l2: 29-29; s2b3: 35-35; s2b4: 37-37; s2f2: 39-39	FALSE						
bolt-eng-DF-170-181103-8892003_0049.3	Greed is when you are out on the flats bayfishing and you have had a 125 pound tarpon on for 30 minutes and newbie sea legs drinks the last 3 brews in the cooler before you boat your fish.	Greed is when you are wealthy and lobby your representatives for special tax breaks because you are over 60 years of age.	1: Greed 2: is 3: when 4: you 5: are 6: wealthy 7: and 8: lobby 9: your 10: representatives 11: for 12: special 13: tax 14: breaks 15: because 16: you 17: are 18: over 19: 60 20: years 21: of 22: age.	(s3g / greed      :domain (s3a / and                   :op1 (s3w / wealthy                             :domain (s3y / you))                   :op2 (s3l / lobby-01                             :ARG0 s3y                             :ARG1 (s3b / break-19                                        :ARG1 (s3t2 / tax-01)                                        :ARG1-of (s3s / special-02))                             :ARG2 (s3p2 / person                                         :ARG0-of (s3r2 / represent-01                                                        :ARG1 s3y))                             :ARG1-of (s3c / cause-01                                           :ARG0 (s3a2 / age-01                                                       :ARG1 s3y                                                       :ARG2 (s3o / over                                                                  :op1 (s3t / temporal-quantity                                                                            :unit (s3y3 / year)                                                                            :quant 60)))))))	s3l	lobby-01	endeavor	habitual	habitual			habitual		FALSE	s3g: 1-1; s3a: 0-0; s3w: 6-6; s3y: 4-4; s3l: 8-8; s3b: 14-14; s3t2: 13-13; s3s: 12-12; s3p2: 10-10; s3r2: 0-0; s3c: 15-15; s3a2: 22-22; s3o: 18-18; s3t: 19-20; s3y3: 0-0	FALSE						
bolt-eng-DF-170-181103-8892003_0049.3	Greed is when you are out on the flats bayfishing and you have had a 125 pound tarpon on for 30 minutes and newbie sea legs drinks the last 3 brews in the cooler before you boat your fish.	Greed is when you are wealthy and lobby your representatives for special tax breaks because you are over 60 years of age.	1: Greed 2: is 3: when 4: you 5: are 6: wealthy 7: and 8: lobby 9: your 10: representatives 11: for 12: special 13: tax 14: breaks 15: because 16: you 17: are 18: over 19: 60 20: years 21: of 22: age.	(s3g / greed      :domain (s3a / and                   :op1 (s3w / wealthy                             :domain (s3y / you))                   :op2 (s3l / lobby-01                             :ARG0 s3y                             :ARG1 (s3b / break-19                                        :ARG1 (s3t2 / tax-01)                                        :ARG1-of (s3s / special-02))                             :ARG2 (s3p2 / person                                         :ARG0-of (s3r2 / represent-01                                                        :ARG1 s3y))                             :ARG1-of (s3c / cause-01                                           :ARG0 (s3a2 / age-01                                                       :ARG1 s3y                                                       :ARG2 (s3o / over                                                                  :op1 (s3t / temporal-quantity                                                                            :unit (s3y3 / year)                                                                            :quant 60)))))))	s3b	break-19	process	none	process			process		FALSE	s3g: 1-1; s3a: 0-0; s3w: 6-6; s3y: 4-4; s3l: 8-8; s3b: 14-14; s3t2: 13-13; s3s: 12-12; s3p2: 10-10; s3r2: 0-0; s3c: 15-15; s3a2: 22-22; s3o: 18-18; s3t: 19-20; s3y3: 0-0	FALSE						
bolt-eng-DF-170-181103-8892003_0049.3	Greed is when you are out on the flats bayfishing and you have had a 125 pound tarpon on for 30 minutes and newbie sea legs drinks the last 3 brews in the cooler before you boat your fish.	Greed is when you are wealthy and lobby your representatives for special tax breaks because you are over 60 years of age.	1: Greed 2: is 3: when 4: you 5: are 6: wealthy 7: and 8: lobby 9: your 10: representatives 11: for 12: special 13: tax 14: breaks 15: because 16: you 17: are 18: over 19: 60 20: years 21: of 22: age.	(s3g / greed      :domain (s3a / and                   :op1 (s3w / wealthy                             :domain (s3y / you))                   :op2 (s3l / lobby-01                             :ARG0 s3y                             :ARG1 (s3b / break-19                                        :ARG1 (s3t2 / tax-01)                                        :ARG1-of (s3s / special-02))                             :ARG2 (s3p2 / person                                         :ARG0-of (s3r2 / represent-01                                                        :ARG1 s3y))                             :ARG1-of (s3c / cause-01                                           :ARG0 (s3a2 / age-01                                                       :ARG1 s3y                                                       :ARG2 (s3o / over                                                                  :op1 (s3t / temporal-quantity                                                                            :unit (s3y3 / year)                                                                            :quant 60)))))))	s3t2	tax-01	none	none				none		TRUE	s3g: 1-1; s3a: 0-0; s3w: 6-6; s3y: 4-4; s3l: 8-8; s3b: 14-14; s3t2: 13-13; s3s: 12-12; s3p2: 10-10; s3r2: 0-0; s3c: 15-15; s3a2: 22-22; s3o: 18-18; s3t: 19-20; s3y3: 0-0	FALSE						
bolt-eng-DF-170-181103-8892003_0049.3	Greed is when you are out on the flats bayfishing and you have had a 125 pound tarpon on for 30 minutes and newbie sea legs drinks the last 3 brews in the cooler before you boat your fish.	Greed is when you are wealthy and lobby your representatives for special tax breaks because you are over 60 years of age.	1: Greed 2: is 3: when 4: you 5: are 6: wealthy 7: and 8: lobby 9: your 10: representatives 11: for 12: special 13: tax 14: breaks 15: because 16: you 17: are 18: over 19: 60 20: years 21: of 22: age.	(s3g / greed      :domain (s3a / and                   :op1 (s3w / wealthy                             :domain (s3y / you))                   :op2 (s3l / lobby-01                             :ARG0 s3y                             :ARG1 (s3b / break-19                                        :ARG1 (s3t2 / tax-01)                                        :ARG1-of (s3s / special-02))                             :ARG2 (s3p2 / person                                         :ARG0-of (s3r2 / represent-01                                                        :ARG1 s3y))                             :ARG1-of (s3c / cause-01                                           :ARG0 (s3a2 / age-01                                                       :ARG1 s3y                                                       :ARG2 (s3o / over                                                                  :op1 (s3t / temporal-quantity                                                                            :unit (s3y3 / year)                                                                            :quant 60)))))))	s3s	special-02	none	none				none		TRUE	s3g: 1-1; s3a: 0-0; s3w: 6-6; s3y: 4-4; s3l: 8-8; s3b: 14-14; s3t2: 13-13; s3s: 12-12; s3p2: 10-10; s3r2: 0-0; s3c: 15-15; s3a2: 22-22; s3o: 18-18; s3t: 19-20; s3y3: 0-0	FALSE						
bolt-eng-DF-170-181103-8892003_0049.3	Greed is when you are out on the flats bayfishing and you have had a 125 pound tarpon on for 30 minutes and newbie sea legs drinks the last 3 brews in the cooler before you boat your fish.	Greed is when you are wealthy and lobby your representatives for special tax breaks because you are over 60 years of age.	1: Greed 2: is 3: when 4: you 5: are 6: wealthy 7: and 8: lobby 9: your 10: representatives 11: for 12: special 13: tax 14: breaks 15: because 16: you 17: are 18: over 19: 60 20: years 21: of 22: age.	(s3g / greed      :domain (s3a / and                   :op1 (s3w / wealthy                             :domain (s3y / you))                   :op2 (s3l / lobby-01                             :ARG0 s3y                             :ARG1 (s3b / break-19                                        :ARG1 (s3t2 / tax-01)                                        :ARG1-of (s3s / special-02))                             :ARG2 (s3p2 / person                                         :ARG0-of (s3r2 / represent-01                                                        :ARG1 s3y))                             :ARG1-of (s3c / cause-01                                           :ARG0 (s3a2 / age-01                                                       :ARG1 s3y                                                       :ARG2 (s3o / over                                                                  :op1 (s3t / temporal-quantity                                                                            :unit (s3y3 / year)                                                                            :quant 60)))))))	s3r2	represent-01	none	state	none			none		FALSE	s3g: 1-1; s3a: 0-0; s3w: 6-6; s3y: 4-4; s3l: 8-8; s3b: 14-14; s3t2: 13-13; s3s: 12-12; s3p2: 10-10; s3r2: 0-0; s3c: 15-15; s3a2: 22-22; s3o: 18-18; s3t: 19-20; s3y3: 0-0	FALSE						
bolt-eng-DF-170-181103-8892003_0049.3	Greed is when you are out on the flats bayfishing and you have had a 125 pound tarpon on for 30 minutes and newbie sea legs drinks the last 3 brews in the cooler before you boat your fish.	Greed is when you are wealthy and lobby your representatives for special tax breaks because you are over 60 years of age.	1: Greed 2: is 3: when 4: you 5: are 6: wealthy 7: and 8: lobby 9: your 10: representatives 11: for 12: special 13: tax 14: breaks 15: because 16: you 17: are 18: over 19: 60 20: years 21: of 22: age.	(s3g / greed      :domain (s3a / and                   :op1 (s3w / wealthy                             :domain (s3y / you))                   :op2 (s3l / lobby-01                             :ARG0 s3y                             :ARG1 (s3b / break-19                                        :ARG1 (s3t2 / tax-01)                                        :ARG1-of (s3s / special-02))                             :ARG2 (s3p2 / person                                         :ARG0-of (s3r2 / represent-01                                                        :ARG1 s3y))                             :ARG1-of (s3c / cause-01                                           :ARG0 (s3a2 / age-01                                                       :ARG1 s3y                                                       :ARG2 (s3o / over                                                                  :op1 (s3t / temporal-quantity                                                                            :unit (s3y3 / year)                                                                            :quant 60)))))))	s3c	cause-01	none	performance	none			none		FALSE	s3g: 1-1; s3a: 0-0; s3w: 6-6; s3y: 4-4; s3l: 8-8; s3b: 14-14; s3t2: 13-13; s3s: 12-12; s3p2: 10-10; s3r2: 0-0; s3c: 15-15; s3a2: 22-22; s3o: 18-18; s3t: 19-20; s3y3: 0-0	FALSE						
bolt-eng-DF-170-181103-8892003_0049.3	Greed is when you are out on the flats bayfishing and you have had a 125 pound tarpon on for 30 minutes and newbie sea legs drinks the last 3 brews in the cooler before you boat your fish.	Greed is when you are wealthy and lobby your representatives for special tax breaks because you are over 60 years of age.	1: Greed 2: is 3: when 4: you 5: are 6: wealthy 7: and 8: lobby 9: your 10: representatives 11: for 12: special 13: tax 14: breaks 15: because 16: you 17: are 18: over 19: 60 20: years 21: of 22: age.	(s3g / greed      :domain (s3a / and                   :op1 (s3w / wealthy                             :domain (s3y / you))                   :op2 (s3l / lobby-01                             :ARG0 s3y                             :ARG1 (s3b / break-19                                        :ARG1 (s3t2 / tax-01)                                        :ARG1-of (s3s / special-02))                             :ARG2 (s3p2 / person                                         :ARG0-of (s3r2 / represent-01                                                        :ARG1 s3y))                             :ARG1-of (s3c / cause-01                                           :ARG0 (s3a2 / age-01                                                       :ARG1 s3y                                                       :ARG2 (s3o / over                                                                  :op1 (s3t / temporal-quantity                                                                            :unit (s3y3 / year)                                                                            :quant 60)))))))	s3a2	age-01	none	state	state			state		FALSE	s3g: 1-1; s3a: 0-0; s3w: 6-6; s3y: 4-4; s3l: 8-8; s3b: 14-14; s3t2: 13-13; s3s: 12-12; s3p2: 10-10; s3r2: 0-0; s3c: 15-15; s3a2: 22-22; s3o: 18-18; s3t: 19-20; s3y3: 0-0	TRUE	predicate will be replaced with have-age-91 during conversion, so aspect label for age-01 not meaningful					
